timestamp	step	acc
1644422426814	0	0.939383327960968
1644422499360	1	0.9763166904449463
1644422564522	2	0.9815000295639038
1644422625653	3	0.9855666756629944
1644422686022	4	0.9879500269889832
1644422750300	5	0.9894999861717224
1644422819790	6	0.9919999837875366
1644422889113	7	0.9927833080291748
1644422958265	8	0.9936833381652832
1644423028857	9	0.994866669178009
