timestamp	step	loss
1644421247031	0	0.194615438580513
1644421346071	1	0.0723734125494957
1644421446657	2	0.0533570870757103
1644421544499	3	0.04034498706459999
1644421640156	4	0.033912621438503265
1644421738241	5	0.027094988152384758
1644421839884	6	0.022067172452807426
1644421939523	7	0.017098598182201385
1644422038118	8	0.015749288722872734
1644422137361	9	0.013485475443303585
